Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-09-13 00:00:00-04:00,82.17111828122405,82.59859275984965,80.80951500959628,81.21324157714844,3780700,0.0,0.0
2021-09-14 00:00:00-04:00,81.21320922125979,81.53777998235722,80.56407373871438,80.71448516845703,3155000,0.0,0.0
2021-09-15 00:00:00-04:00,80.83323607051213,82.36899823275095,80.70657253399146,82.32941436767578,5166000,0.0,0.0
2021-09-16 00:00:00-04:00,82.02862421498146,82.32944115261058,80.77784856333884,81.40323638916016,4113700,0.0,0.0
2021-09-17 00:00:00-04:00,80.84117072846594,81.30031104394638,80.54826576957491,80.63534545898438,8748200,0.0,0.0
2021-09-20 00:00:00-04:00,79.6933188843577,80.19204920061757,79.02835318221408,79.94664001464844,6580100,0.0,0.0
2021-09-21 00:00:00-04:00,80.32660597466085,80.88866191252131,79.39248339238482,79.56664276123047,3893900,0.0,0.0
2021-09-22 00:00:00-04:00,80.23952629023802,80.2632741969623,79.40831331698409,79.56664276123047,3768100,0.0,0.0
2021-09-23 00:00:00-04:00,79.93079714275775,80.76992211852732,79.55873047171995,80.31077575683594,4029000,0.0,0.0
2021-09-24 00:00:00-04:00,80.23161678793971,80.80950875112866,80.03370949145263,80.60368347167969,3523800,0.0,0.0
2021-09-27 00:00:00-04:00,80.44535291392961,81.56946480873846,80.44535291392961,81.14990234375,4414900,0.0,0.0
2021-09-28 00:00:00-04:00,81.18195634590651,81.18195634590651,78.6334998979551,78.87391662597656,6281700,1.25,0.0
2021-09-29 00:00:00-04:00,78.96209293666897,79.93980379595553,78.79379934659303,79.73143768310547,3172600,0.0,0.0
2021-09-30 00:00:00-04:00,79.4749718981239,79.56312653740879,75.62824901472162,75.96483612060547,7261300,0.0,0.0
2021-10-01 00:00:00-04:00,76.26937137302609,77.17495888714545,75.99689782612094,76.99864959716797,4585000,0.0,0.0
2021-10-04 00:00:00-04:00,77.09479397266634,77.6958448802938,76.46169239713338,77.08678436279297,4091500,0.0,0.0
2021-10-05 00:00:00-04:00,77.42339486923547,77.69586842845598,76.75021446927721,77.24708557128906,4250200,0.0,0.0
2021-10-06 00:00:00-04:00,76.54984658973294,77.64776853031101,76.22127524855085,77.44741821289062,3309000,0.0,0.0
2021-10-07 00:00:00-04:00,78.07251512163768,78.46520617063968,76.4857439321023,76.65403747558594,4343700,0.0,0.0
2021-10-08 00:00:00-04:00,76.86240124923107,77.13487475510523,76.27737561278558,76.41361236572266,3976300,0.0,0.0
2021-10-11 00:00:00-04:00,76.37355394557838,76.69410960615333,76.01291965612059,76.22930145263672,2840200,0.0,0.0
2021-10-12 00:00:00-04:00,76.52581686265182,77.15090896730054,76.41362115741782,76.59794616699219,3168700,0.0,0.0
2021-10-13 00:00:00-04:00,76.59795394521367,78.26487046968398,76.29341747361914,78.11260223388672,4996100,0.0,0.0
2021-10-14 00:00:00-04:00,78.79376420989301,79.6272221754187,78.36902256041101,79.218505859375,4477800,0.0,0.0
2021-10-15 00:00:00-04:00,79.65929710505483,79.92376102358257,78.58541609385455,78.83385467529297,3971000,0.0,0.0
2021-10-18 00:00:00-04:00,78.00840298123805,78.33698046326906,77.37530130735672,78.0965576171875,3826600,0.0,0.0
2021-10-19 00:00:00-04:00,77.0948373708826,78.16070304781505,76.70215226882677,76.76626586914062,4223900,0.0,0.0
2021-10-20 00:00:00-04:00,76.8624108298513,78.17670863023459,76.69411115617854,77.75196075439453,3778600,0.0,0.0
2021-10-21 00:00:00-04:00,77.43139471505926,77.66380182248629,77.07076046662145,77.35124969482422,3601900,0.0,0.0
2021-10-22 00:00:00-04:00,77.36728934619534,77.96834037643531,77.11084115119456,77.63976287841797,3310200,0.0,0.0
2021-10-25 00:00:00-04:00,78.11258247564008,78.11258247564008,77.09479944255699,77.36727905273438,3934900,0.0,0.0
2021-10-26 00:00:00-04:00,77.17497079003972,77.471485446909,76.63802711114654,77.0948257446289,3150900,0.0,0.0
2021-10-27 00:00:00-04:00,77.47949591482472,77.53559377427914,75.9167654627318,76.02896118164062,3537100,0.0,0.0
2021-10-28 00:00:00-04:00,75.69235841346463,76.95055834410927,75.69235841346463,76.91049194335938,4754500,0.0,0.0
2021-10-29 00:00:00-04:00,76.76623995871853,76.99063136987016,75.58016321007892,75.76448822021484,5260500,0.0,0.0
2021-11-01 00:00:00-04:00,75.84461574055089,75.84461574055089,74.85087987724539,74.86690521240234,3513400,0.0,0.0
2021-11-02 00:00:00-04:00,75.02720736683672,75.50804702307474,74.45019733366792,75.34776306152344,3480000,0.0,0.0
2021-11-03 00:00:00-04:00,75.25959922364603,75.98085550425324,74.94704709072109,75.916748046875,2463500,0.0,0.0
2021-11-04 00:00:00-04:00,75.66031454331952,75.74045346623421,74.77876804863416,75.10734558105469,2332400,0.0,0.0
2021-11-05 00:00:00-04:00,75.53207104479013,76.33347232908498,75.43590068956038,75.5721435546875,2784100,0.0,0.0
2021-11-08 00:00:00-05:00,75.79654716435407,75.99689751775051,74.36203790033059,74.44217681884766,4623600,0.0,0.0
2021-11-09 00:00:00-05:00,74.74670658574708,75.61222157323921,74.19374377224449,75.06726837158203,4050800,0.0,0.0
2021-11-10 00:00:00-05:00,75.48399126585474,75.7885215622192,75.21952736642397,75.6362533569336,3450400,0.0,0.0
2021-11-11 00:00:00-05:00,75.85264366765286,76.26936970504343,75.66030904379625,76.13313293457031,3580700,0.0,0.0
2021-11-12 00:00:00-05:00,76.50178210020606,76.88645748855387,75.90874673595239,75.94080352783203,3110200,0.0,0.0
2021-11-15 00:00:00-05:00,76.13314109435407,76.55788290323875,75.99690430927939,76.42164611816406,2543100,0.0,0.0
2021-11-16 00:00:00-05:00,76.23731065841149,76.40560421357974,74.51430259226673,74.58642578125,3960000,0.0,0.0
2021-11-17 00:00:00-05:00,74.57040716800054,75.25159717583034,74.41012320990612,75.00315856933594,5320300,0.0,0.0
2021-11-18 00:00:00-05:00,74.73868929449081,74.86691032712555,72.91149525144577,73.36829376220703,5606700,0.0,0.0
2021-11-19 00:00:00-05:00,73.60070736855074,73.60070736855074,71.70138981584473,72.44669342041016,5700900,0.0,0.0
2021-11-22 00:00:00-05:00,72.75922322123076,73.25609421783213,71.40485309634101,71.9498062133789,8059100,0.0,0.0
2021-11-23 00:00:00-05:00,72.12613137791628,72.31846601627917,71.61323493280996,71.84564208984375,6103400,0.0,0.0
2021-11-24 00:00:00-05:00,71.97385246989244,73.01567665874826,71.81357464739476,72.15016174316406,5066500,0.0,0.0
2021-11-26 00:00:00-05:00,71.25258516309593,71.32470833783213,70.54734817879852,71.0682601928711,2668800,0.0,0.0
2021-11-29 00:00:00-05:00,70.61147766309702,71.09231727902952,69.49753020907387,70.00241088867188,7245500,0.0,0.0
2021-11-30 00:00:00-05:00,69.1449023981201,69.68985552048098,68.63200606109886,68.87242889404297,7378500,0.0,0.0
2021-12-01 00:00:00-05:00,69.70589145320808,71.1724512630239,69.44944326820467,69.61773681640625,6109900,0.0,0.0
2021-12-02 00:00:00-05:00,70.23483321541741,71.22856945179184,69.97838495718501,70.39511108398438,5763000,0.0,0.0
2021-12-03 00:00:00-05:00,71.02821369846517,71.73345094103644,70.48326042657297,71.62926483154297,7368200,0.0,0.0
2021-12-06 00:00:00-05:00,72.17420881810554,73.56865166967866,72.1341424162466,73.24007415771484,6774300,0.0,0.0
2021-12-07 00:00:00-05:00,73.21602546757578,73.91324682073974,72.34249484481583,72.45469665527344,6151000,0.0,0.0
2021-12-08 00:00:00-05:00,72.78326733626774,72.95156087906564,71.76549035433572,72.0379638671875,5111100,0.0,0.0
2021-12-09 00:00:00-05:00,71.75747487730315,72.2623555074425,71.49301097447484,71.72541809082031,4594000,0.0,0.0
2021-12-10 00:00:00-05:00,72.0059272462471,72.5829373341225,72.0059272462471,72.15819549560547,4885900,0.0,0.0
2021-12-13 00:00:00-05:00,72.01393523271922,73.97736635171198,71.86166699972846,73.46446990966797,8055600,0.0,0.0
