Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-05-24 00:00:00-04:00,126.4221714144448,127.03014073750765,125.88270659721287,126.60199737548828,3627800,0.0,0.0
2021-05-25 00:00:00-04:00,126.60197833282061,127.04723795490071,125.88268766273634,126.9873046875,4649300,0.0,0.0
2021-05-26 00:00:00-04:00,126.65335343799165,127.30412654665247,126.45639811364059,126.9873046875,4462600,0.0,0.0
2021-05-27 00:00:00-04:00,127.20999608581616,127.38982210687207,125.39467180612233,125.45460510253906,9203600,0.0,0.0
2021-05-28 00:00:00-04:00,126.2252309645707,127.15858037154955,126.07966378727205,126.67906188964844,4913700,0.0,0.0
2021-06-01 00:00:00-04:00,127.39832148746183,127.4582678221202,125.95119501810183,126.4135971069336,5530300,0.0,0.0
2021-06-02 00:00:00-04:00,126.9017091054504,127.18428533508009,126.07110981208746,126.91883850097656,4546900,0.0,0.0
2021-06-03 00:00:00-04:00,126.5436172577068,127.44927636286818,126.06921624559347,127.37165069580078,4651600,1.075,0.0
2021-06-04 00:00:00-04:00,127.65632817626708,128.16522524473035,127.19918156746343,127.51831817626953,4427400,0.0,0.0
2021-06-07 00:00:00-04:00,127.4492792565322,127.87192983352996,126.54362013080832,127.44065856933594,4724100,0.0,0.0
2021-06-08 00:00:00-04:00,127.39752644355752,127.5441570912965,125.86220182446196,126.2503433227539,5997200,0.0,0.0
2021-06-09 00:00:00-04:00,127.00942073524173,127.30268211335782,125.94849683125832,126.01750183105469,4008000,0.0,0.0
2021-06-10 00:00:00-04:00,126.19859965520865,127.66491937270011,126.04334831209596,127.31128692626953,4698200,0.0,0.0
2021-06-11 00:00:00-04:00,127.6994242235449,127.75979535675225,126.61261221226715,127.38890838623047,4364600,0.0,0.0
2021-06-14 00:00:00-04:00,127.1991471769892,128.19969966441795,126.61261141625859,128.14794921875,3831900,0.0,0.0
2021-06-15 00:00:00-04:00,128.43254661641996,128.66543672878342,127.71664807039573,128.1565399169922,4256500,0.0,0.0
2021-06-16 00:00:00-04:00,128.398082639897,128.7517282389453,126.5781173595844,126.88001251220703,5492100,0.0,0.0
2021-06-17 00:00:00-04:00,127.00936486062896,128.51881401856514,126.71610361152588,128.10479736328125,5316400,0.0,0.0
