Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2021-06-18 00:00:00-04:00,,,,,0,1.45,0.0
2021-06-21 00:00:00-04:00,364.63470458984375,365.66979638035343,356.52804168683986,356.6654370673723,3839300,0.0,0.0
2021-06-22 00:00:00-04:00,365.20263671875,366.99800164628147,364.40571552989724,366.96135355877675,3964600,0.0,0.0
2021-06-23 00:00:00-04:00,362.33551025390625,365.486574688062,362.0698605553755,364.4056937827279,2942100,0.0,0.0
2021-06-24 00:00:00-04:00,365.36749267578125,368.38116176008236,363.5080006778718,364.86370030388264,3309100,0.0,0.0
2021-06-25 00:00:00-04:00,370.9368591308594,375.5443709036224,365.50491910959744,366.49422182607566,16928900,0.0,0.0
2021-06-28 00:00:00-04:00,367.7399597167969,370.9734615265139,364.5064579070799,370.93684139380366,3193300,0.0,0.0
2021-06-29 00:00:00-04:00,364.66217041015625,369.3338088585351,364.09425088840044,368.20711087052723,2458800,0.0,0.0
2021-06-30 00:00:00-04:00,366.80560302734375,367.684961339286,363.4713263316886,364.14919007286824,2875600,0.0,0.0
2021-07-01 00:00:00-04:00,370.8818664550781,371.174967274994,368.06055092328694,368.26207346127205,2678100,0.0,0.0
2021-07-02 00:00:00-04:00,374.97637939453125,375.4435516199887,369.95668204047774,371.06504199543,1982400,0.0,0.0
2021-07-06 00:00:00-04:00,375.8009033203125,376.625303727934,371.63305622206786,374.34445607750996,2615300,0.0,0.0
2021-07-07 00:00:00-04:00,377.083251953125,377.5595652857562,372.9978706515584,375.883285633709,2270400,0.0,0.0
2021-07-08 00:00:00-04:00,375.516845703125,376.32290787678716,371.0558709247245,374.2893724919058,2032300,0.0,0.0
2021-07-09 00:00:00-04:00,377.49542236328125,378.5396831832299,376.14891965487334,377.8801573901833,2078900,0.0,0.0
2021-07-12 00:00:00-04:00,381.0953063964844,381.4250552788858,375.8465797172228,376.4969364270455,2802600,0.0,0.0
2021-07-13 00:00:00-04:00,383.3853454589844,384.43874728026344,380.7930315642707,381.4067681825384,2948900,0.0,0.0
2021-07-14 00:00:00-04:00,379.9045104980469,387.0402086528395,378.6312760541348,385.4280283369175,3538700,0.0,0.0
2021-07-15 00:00:00-04:00,384.7684631347656,386.3073750760231,372.99780368659225,377.31218584636866,3546500,0.0,0.0
2021-07-16 00:00:00-04:00,384.4479064941406,386.82035977259886,382.56093550116924,385.9684525548749,2625400,0.0,0.0
2021-07-19 00:00:00-04:00,374.70159912109375,384.29218784551506,372.64058459253016,382.19452523146225,3611300,0.0,0.0
2021-07-20 00:00:00-04:00,378.2831726074219,382.64337211455415,376.12138291871935,376.4786388407917,3186700,0.0,0.0
2021-07-21 00:00:00-04:00,379.8128967285156,382.185349885128,376.3228867219928,382.0296165014957,1863700,0.0,0.0
2021-07-22 00:00:00-04:00,380.84796142578125,381.8189259493738,378.9793285431859,381.07696302010584,1421900,0.0,0.0
2021-07-23 00:00:00-04:00,382.6158752441406,384.118111167716,381.04948421078274,382.79905974714944,1611700,0.0,0.0
2021-07-26 00:00:00-04:00,378.8052673339844,382.58837796753386,376.38699719324086,381.818908046901,2232600,0.0,0.0
2021-07-27 00:00:00-04:00,380.2342529296875,380.3808173046179,375.06796354200117,377.39462756829016,2630600,0.0,0.0
2021-07-28 00:00:00-04:00,374.8023681640625,379.6755011901193,372.631409414964,379.6755011901193,2446600,0.0,0.0
2021-07-29 00:00:00-04:00,377.4678955078125,377.9258986962804,374.11533676800815,376.73510158798234,1597300,0.0,0.0
2021-07-30 00:00:00-04:00,377.5961608886719,379.0159596328283,375.7916271550328,376.258799366341,1864200,0.0,0.0
2021-08-02 00:00:00-04:00,380.6647644042969,381.46168545365134,378.13657794072105,378.83275170994807,1806500,0.0,0.0
2021-08-03 00:00:00-04:00,386.4631042480469,386.68296479847515,380.21593373455624,380.89379749645514,2496500,0.0,0.0
2021-08-04 00:00:00-04:00,386.1333923339844,388.07532166391144,384.45708476505473,386.60053664550065,1995400,0.0,0.0
2021-08-05 00:00:00-04:00,376.6527404785156,386.78377081825164,373.6299300055289,386.6097273351213,3598600,0.0,0.0
2021-08-06 00:00:00-04:00,380.25250244140625,381.7639071328958,377.40373647879846,377.40373647879846,1944000,0.0,0.0
2021-08-09 00:00:00-04:00,376.3595886230469,381.2693980311235,375.8832753035059,380.0969108216918,1509800,0.0,0.0
2021-08-10 00:00:00-04:00,377.19317626953125,378.90610404638164,374.25280306945285,376.02985801387445,1441800,0.0,0.0
2021-08-11 00:00:00-04:00,373.49249267578125,379.16257531884276,373.28182906515326,378.3381750347359,1542600,0.0,0.0
2021-08-12 00:00:00-04:00,371.8619689941406,374.39932474033327,370.3413949392518,372.8146235251923,1939900,0.0,0.0
2021-08-13 00:00:00-04:00,375.2603759765625,375.6084349471624,371.8253517771153,372.8878946630283,1537800,0.0,0.0
2021-08-16 00:00:00-04:00,382.1670837402344,382.35946524224846,373.11693458097034,375.4161199598797,2377500,0.0,0.0
2021-08-17 00:00:00-04:00,386.35321044921875,387.0127362303158,381.63578268721204,382.06630684923783,2258000,0.0,0.0
2021-08-18 00:00:00-04:00,382.2677917480469,386.17912895306284,382.05710021570167,385.95929636577847,3037000,0.0,0.0
2021-08-19 00:00:00-04:00,391.95001220703125,392.37136734564353,377.76105332748483,380.4907626043607,3204500,0.0,0.0
2021-08-20 00:00:00-04:00,393.6170959472656,395.1285008919486,391.0522892504882,392.37134068148697,2401900,0.0,0.0
2021-08-23 00:00:00-04:00,389.6325378417969,394.3957831464988,389.21118265043,394.3957831464988,2375900,0.0,0.0
2021-08-24 00:00:00-04:00,387.84625244140625,390.1637473913241,386.2981994718328,389.7790124240042,1619300,0.0,0.0
2021-08-25 00:00:00-04:00,384.4844970703125,388.0386061871625,384.2188753554446,386.41728500839747,1939000,0.0,0.0
2021-08-26 00:00:00-04:00,381.83740234375,385.9960806309728,381.6358797495417,384.5121262803627,1385400,0.0,0.0
2021-08-27 00:00:00-04:00,383.5867614746094,385.0432079637316,381.1684917123977,382.8997568313843,1621600,0.0,0.0
2021-08-30 00:00:00-04:00,383.1654968261719,385.2448494125435,382.7899587716801,383.5868799312343,1284200,0.0,0.0
2021-08-31 00:00:00-04:00,381.3060302734375,385.40058060319416,379.4282280583462,381.97472510755784,4249100,0.0,0.0
2021-09-01 00:00:00-04:00,382.2952575683594,384.6035835177118,376.69844420720057,381.55329465769984,2034400,0.0,0.0
2021-09-02 00:00:00-04:00,388.12103271484375,388.7530793163758,383.11047699148213,383.9532151116231,3137400,0.0,0.0
2021-09-03 00:00:00-04:00,387.3424377441406,388.3866984173814,385.28142342470875,386.4905585344731,1604800,0.0,0.0
2021-09-07 00:00:00-04:00,385.8585510253906,386.79289550234006,382.5059640380455,384.997502719413,1920300,0.0,0.0
2021-09-08 00:00:00-04:00,380.4999084472656,387.3516183660886,379.4098586048535,385.81273433714085,2262500,0.0,0.0
