,pca_strat_window_size,pca_strat_n_components,pca_strat_z_threshold,pca_strat_exit_threshold,sharpe_ratio
600,354,7,2.3,0.25,0.6283326559323263
601,354,7,2.35,0.25,0.8446033691592665
602,354,7,2.4,0.25,0.8774013989774389
603,354,7,2.45,0.25,0.991670913305745
604,354,7,2.5,0.25,0.9332185604063966
605,354,7,2.55,0.25,0.9866238570746998
606,354,7,2.6,0.25,0.9057154478292362
607,354,7,2.65,0.25,1.0325813580422745
608,354,7,2.7,0.25,0.8303537263085532
609,354,7,2.75,0.25,0.8671345315911314
610,354,7,2.8,0.25,1.1791718199758225
611,354,7,2.85,0.25,1.1938969882745125
612,354,7,2.9,0.25,0.9259305410275782
613,354,7,2.95,0.25,0.7751050234702737
614,354,7,3.0,0.25,0.7286136327279972
615,354,7,3.05,0.25,0.7600789008366114
616,356,7,2.0,0.25,0.267310729143968
617,356,7,2.05,0.25,0.3515896827486295
618,356,7,2.1,0.25,0.3018953315333419
619,356,7,2.15,0.25,0.3076828133297834
620,356,7,2.2,0.25,0.44433241767547577
621,356,7,2.25,0.25,0.14470771022948561
622,356,7,2.3,0.25,0.33348523028826327
623,356,7,2.35,0.25,0.495666692326127
624,356,7,2.4,0.25,0.6255234699471679
625,356,7,2.45,0.25,0.5169211561569006
626,356,7,2.5,0.25,0.6435503724691853
627,356,7,2.55,0.25,0.529742746872074
628,356,7,2.6,0.25,0.6495348778762492
629,356,7,2.65,0.25,0.5635397679230219
630,356,7,2.7,0.25,0.7891447412412845
631,356,7,2.75,0.25,0.8206208790333104
632,356,7,2.8,0.25,0.6361609670725212
633,356,7,2.85,0.25,0.8069890632644192
634,356,7,2.9,0.25,0.7989017033937882
635,356,7,2.95,0.25,0.8870992309007071
636,356,7,3.0,0.25,0.9023488008949356
637,356,7,3.05,0.25,1.0661953960851536
638,358,7,2.0,0.25,0.2839789549208645
639,358,7,2.05,0.25,0.20169126808944587
640,358,7,2.1,0.25,0.23102936670693575
641,358,7,2.15,0.25,0.32925999580860793
642,358,7,2.2,0.25,0.07496595099114958
643,358,7,2.25,0.25,-0.07351426386162044
644,358,7,2.3,0.25,0.004014169310087066
645,358,7,2.35,0.25,0.23008905213349942
646,358,7,2.4,0.25,0.5883009866214451
647,358,7,2.45,0.25,0.47765794239753173
648,358,7,2.5,0.25,0.4303298712543733
649,358,7,2.55,0.25,0.4373528692658066
650,358,7,2.6,0.25,0.5936001642251095
651,358,7,2.65,0.25,0.6828269200518494
652,358,7,2.7,0.25,0.6102535067819402
653,358,7,2.75,0.25,0.5023849430329027
654,358,7,2.8,0.25,0.5235984233062666
655,358,7,2.85,0.25,0.7511730384620269
656,358,7,2.9,0.25,0.6716401755925413
657,358,7,2.95,0.25,0.6716401755925413
658,358,7,3.0,0.25,0.7941670206121473
659,358,7,3.05,0.25,0.9074468552174058
660,360,7,2.0,0.25,0.41367320398032736
661,360,7,2.05,0.25,0.3113823001886368
662,360,7,2.1,0.25,0.32303535214016016
663,360,7,2.15,0.25,0.339402919307609
664,360,7,2.2,0.25,0.4355833626602294
665,360,7,2.25,0.25,0.03717734431206079
666,360,7,2.3,0.25,0.09733200005249555
667,360,7,2.35,0.25,0.1741354077948661
668,360,7,2.4,0.25,0.11240192867847994
669,360,7,2.45,0.25,0.2116035198344039
670,360,7,2.5,0.25,0.1040341241992094
671,360,7,2.55,0.25,-0.043372923122592826
672,360,7,2.6,0.25,0.5216932042558712
673,360,7,2.65,0.25,0.6773162235683327
674,360,7,2.7,0.25,0.5612122244846928
675,360,7,2.75,0.25,0.6588245286614652
676,360,7,2.8,0.25,0.8426514458496177
677,360,7,2.85,0.25,0.8465989120776434
678,360,7,2.9,0.25,0.8358005232563162
679,360,7,2.95,0.25,1.0058299041698309
680,360,7,3.0,0.25,1.0058299041698309
681,360,7,3.05,0.25,1.0633884403659104
682,362,7,2.0,0.25,0.3302333985282246
683,362,7,2.05,0.25,0.1782048178238997
684,362,7,2.1,0.25,0.409430520791364
685,362,7,2.15,0.25,0.5023820585936195
686,362,7,2.2,0.25,0.20059451510881826
687,362,7,2.25,0.25,0.15806638926445152
688,362,7,2.3,0.25,0.1616587233187403
689,362,7,2.35,0.25,0.2095783366395228
690,362,7,2.4,0.25,0.2243509375894682
691,362,7,2.45,0.25,0.13613716239074905
692,362,7,2.5,0.25,-0.10940025062411388
693,362,7,2.55,0.25,-0.022655904195271196
694,362,7,2.6,0.25,0.5045486228783106
695,362,7,2.65,0.25,0.6786755568859355
696,362,7,2.7,0.25,0.8228031994887665
697,362,7,2.75,0.25,1.0792667149720423
698,362,7,2.8,0.25,1.1638225542364833
699,362,7,2.85,0.25,1.2839972134619078
700,362,7,2.9,0.25,1.0492114175805631
701,362,7,2.95,0.25,1.0816386649016043
702,362,7,3.0,0.25,1.0761434234654923
703,362,7,3.05,0.25,0.5153767433661953
704,364,7,2.0,0.25,0.4114237683551178
705,364,7,2.05,0.25,0.5439522249858035
706,364,7,2.1,0.25,0.5631498891703159
707,364,7,2.15,0.25,0.549386044753127
708,364,7,2.2,0.25,0.5854784520832167
709,364,7,2.25,0.25,0.2265059697306894
710,364,7,2.3,0.25,0.24493589487027131
711,364,7,2.35,0.25,0.31281526920928426
712,364,7,2.4,0.25,0.13966208902872465
713,364,7,2.45,0.25,0.12394712803026135
714,364,7,2.5,0.25,0.8305095081709987
715,364,7,2.55,0.25,0.799521846948717
716,364,7,2.6,0.25,0.6193630822302484
717,364,7,2.65,0.25,0.7149904929163701
718,364,7,2.7,0.25,1.1831588552975354
719,364,7,2.75,0.25,1.0472638369747842
720,364,7,2.8,0.25,0.8744003005623816
721,364,7,2.85,0.25,0.5563362320761734
722,364,7,2.9,0.25,0.5222183799465175
723,364,7,2.95,0.25,0.5165096538217597
724,364,7,3.0,0.25,0.5118684809164454
725,364,7,3.05,0.25,0.40026883247327877
726,366,7,2.0,0.25,-0.18269703236643786
727,366,7,2.05,0.25,0.2889957301765058
728,366,7,2.1,0.25,0.30169290462934717
729,366,7,2.15,0.25,0.31388232671779215
730,366,7,2.2,0.25,0.33433181021524844
731,366,7,2.25,0.25,0.315554883039448
732,366,7,2.3,0.25,0.4597011022242402
733,366,7,2.35,0.25,0.30746027476198695
734,366,7,2.4,0.25,0.3725942044158425
735,366,7,2.45,0.25,0.6517321146346818
736,366,7,2.5,0.25,0.5196297561618963
737,366,7,2.55,0.25,0.6337361058309066
738,366,7,2.6,0.25,0.7856826161200241
739,366,7,2.65,0.25,0.6868736884003935
740,366,7,2.7,0.25,0.35861533746202395
741,366,7,2.75,0.25,0.5974698120378017
742,366,7,2.8,0.25,0.8014170756087816
743,366,7,2.85,0.25,0.7685766528027539
744,366,7,2.9,0.25,0.667697256035714
745,366,7,2.95,0.25,0.33499911773417995
746,366,7,3.0,0.25,0.33499911773417995
747,366,7,3.05,0.25,0.33281417458789553
748,368,7,2.0,0.25,-0.298405522253447
749,368,7,2.05,0.25,0.2622909322334721
750,368,7,2.1,0.25,0.02173159746286988
751,368,7,2.15,0.25,0.1856337422433969
752,368,7,2.2,0.25,0.24942591493241964
753,368,7,2.25,0.25,0.3205054479643722
754,368,7,2.3,0.25,0.22580472190494089
755,368,7,2.35,0.25,0.3800375544338158
756,368,7,2.4,0.25,0.24402248498695675
757,368,7,2.45,0.25,0.5005084125158122
758,368,7,2.5,0.25,0.44775515970211593
759,368,7,2.55,0.25,0.7166736476382687
760,368,7,2.6,0.25,0.6228582081068847
761,368,7,2.65,0.25,0.25551572507030296
762,368,7,2.7,0.25,0.15198646020338114
763,368,7,2.75,0.25,0.29104775261874055
764,368,7,2.8,0.25,0.45464396512321575
765,368,7,2.85,0.25,0.45464396512321575
766,368,7,2.9,0.25,0.11881537771620687
767,368,7,2.95,0.25,0.29263703785357337
768,368,7,3.0,0.25,0.3694349404277409
769,368,7,3.05,0.25,-0.1284806925201384
770,370,7,2.0,0.25,-0.4277895066445446
771,370,7,2.05,0.25,0.09365939264751966
772,370,7,2.1,0.25,0.26839696996501705
773,370,7,2.15,0.25,0.29798365413165767
774,370,7,2.2,0.25,0.1888069717738761
775,370,7,2.25,0.25,0.046524335314155736
776,370,7,2.3,0.25,0.10897844206687315
777,370,7,2.35,0.25,1.097653288840566
778,370,7,2.4,0.25,0.8680192947766933
779,370,7,2.45,0.25,0.7003071869684054
780,370,7,2.5,0.25,0.7694076329609212
781,370,7,2.55,0.25,1.269330838973529
782,370,7,2.6,0.25,0.5852956176877566
783,370,7,2.65,0.25,0.3883846181800852
784,370,7,2.7,0.25,0.5117514753207132
785,370,7,2.75,0.25,0.6104849567685429
786,370,7,2.8,0.25,0.6409075022426656
787,370,7,2.85,0.25,0.4696953302538874
788,370,7,2.9,0.25,0.5376461576818884
789,370,7,2.95,0.25,0.5376461576818884
790,370,7,3.0,0.25,0.3918458186729163
791,370,7,3.05,0.25,0.6475100329950857
792,372,7,2.0,0.25,-0.3380472765296166
793,372,7,2.05,0.25,0.10733194249823223
794,372,7,2.1,0.25,0.3022465041408033
795,372,7,2.15,0.25,0.38695435363128466
796,372,7,2.2,0.25,0.37362340365901575
797,372,7,2.25,0.25,0.3368148576749944
798,372,7,2.3,0.25,1.0437445663979192
799,372,7,2.35,0.25,0.6147536396656532
800,372,7,2.4,0.25,0.5511496507718195
801,372,7,2.45,0.25,0.6236842093272735
802,372,7,2.5,0.25,0.7293937249741493
803,372,7,2.55,0.25,0.24208141590078827
804,372,7,2.6,0.25,0.3482335736254508
805,372,7,2.65,0.25,0.468511848016631
806,372,7,2.7,0.25,0.025426005241052346
807,372,7,2.75,0.25,-0.19774048330755112
808,372,7,2.8,0.25,0.11900593176718344
809,372,7,2.85,0.25,0.11900593176718344
810,372,7,2.9,0.25,0.2986575527245688
811,372,7,2.95,0.25,0.2986575527245688
812,372,7,3.0,0.25,0.2986575527245688
813,372,7,3.05,0.25,0.4522138409249426
814,374,7,2.0,0.25,0.3730514460497926
815,374,7,2.05,0.25,0.48770620662615866
816,374,7,2.1,0.25,0.4727500002816047
817,374,7,2.15,0.25,0.6465227840336261
818,374,7,2.2,0.25,0.6603838769412932
819,374,7,2.25,0.25,0.7048964485905845
820,374,7,2.3,0.25,0.8284923506051798
821,374,7,2.35,0.25,0.7426436046694574
822,374,7,2.4,0.25,0.7749087660539178
823,374,7,2.45,0.25,0.6524261592665095
824,374,7,2.5,0.25,0.6234078731090451
825,374,7,2.55,0.25,0.8122050182970678
826,374,7,2.6,0.25,0.7164402216971447
827,374,7,2.65,0.25,0.3749633270309949
828,374,7,2.7,0.25,0.19919379580531663
829,374,7,2.75,0.25,0.3593397313874585
830,374,7,2.8,0.25,0.32988052602724394
831,374,7,2.85,0.25,0.28538933160656066
832,374,7,2.9,0.25,0.276471840008319
833,374,7,2.95,0.25,0.36569506837368876
834,374,7,3.0,0.25,0.46531409680818525
835,374,7,3.05,0.25,0.6339443564265512
836,376,7,2.0,0.25,0.7398811346806584
837,376,7,2.05,0.25,0.8808219641985884
838,376,7,2.1,0.25,0.8843189529834057
839,376,7,2.15,0.25,0.9372241007158196
840,376,7,2.2,0.25,0.8427487807660925
841,376,7,2.25,0.25,0.9187709434486493
842,376,7,2.3,0.25,0.9798761714408545
843,376,7,2.35,0.25,1.0428200115117547
844,376,7,2.4,0.25,0.9997856431797139
845,376,7,2.45,0.25,0.7802923307863602
846,376,7,2.5,0.25,0.9008350023795181
847,376,7,2.55,0.25,0.6243733636476599
848,376,7,2.6,0.25,0.4810517792046028
849,376,7,2.65,0.25,0.4742269049240303
850,376,7,2.7,0.25,0.882339047501446
851,376,7,2.75,0.25,0.9657413590957462
852,376,7,2.8,0.25,0.8275129973097977
853,376,7,2.85,0.25,0.3353243645917721
854,376,7,2.9,0.25,0.39023731466363537
855,376,7,2.95,0.25,0.4766940271432774
856,376,7,3.0,0.25,0.887767007255337
857,376,7,3.05,0.25,0.887767007255337
858,378,7,2.0,0.25,0.7663239905032506
859,378,7,2.05,0.25,0.9554554530456388
860,378,7,2.1,0.25,0.960922974261458
861,378,7,2.15,0.25,0.6943340489447614
862,378,7,2.2,0.25,1.2320162538156918
863,378,7,2.25,0.25,1.1865971917019904
864,378,7,2.3,0.25,1.1872399559439986
865,378,7,2.35,0.25,1.1404972278728476
866,378,7,2.4,0.25,1.0959836108415935
867,378,7,2.45,0.25,1.1159177598595615
868,378,7,2.5,0.25,1.331192242346823
869,378,7,2.55,0.25,0.8559444353417934
870,378,7,2.6,0.25,0.8006770887601371
871,378,7,2.65,0.25,1.1714241107858605
872,378,7,2.7,0.25,0.9808025923675505
873,378,7,2.75,0.25,0.8480236858959133
874,378,7,2.8,0.25,1.126370504726874
875,378,7,2.85,0.25,1.2470089395347417
876,378,7,2.9,0.25,1.2391642037657091
877,378,7,2.95,0.25,1.3058226002278952
878,378,7,3.0,0.25,1.149684590208825
879,378,7,3.05,0.25,1.149684590208825
880,380,7,2.0,0.25,0.6173047688514111
881,380,7,2.05,0.25,0.7080653670341215
882,380,7,2.1,0.25,0.5782923873286062
883,380,7,2.15,0.25,0.7323614727072983
884,380,7,2.2,0.25,1.1431783980884993
885,380,7,2.25,0.25,1.017180126330368
886,380,7,2.3,0.25,0.9165436051960196
887,380,7,2.35,0.25,1.022065076611852
888,380,7,2.4,0.25,0.8601183736701443
889,380,7,2.45,0.25,0.7201748974357151
890,380,7,2.5,0.25,0.8160244745944956
891,380,7,2.55,0.25,0.8105935425499667
892,380,7,2.6,0.25,0.5538836357939737
893,380,7,2.65,0.25,1.0802689531512568
894,380,7,2.7,0.25,1.067658943785701
895,380,7,2.75,0.25,1.1192423332545183
896,380,7,2.8,0.25,0.9371519523865697
897,380,7,2.85,0.25,1.2059932118422385
898,380,7,2.9,0.25,1.2059848960466601
899,380,7,2.95,0.25,1.186414308780811
900,380,7,3.0,0.25,1.478267956395024
901,380,7,3.05,0.25,0.8763041556256168
902,382,7,2.0,0.25,0.4527418421125235
903,382,7,2.05,0.25,0.7242246731165038
904,382,7,2.1,0.25,0.6672348588061138
905,382,7,2.15,0.25,0.970265044649224
906,382,7,2.2,0.25,1.053923763156908
907,382,7,2.25,0.25,0.8896493137191518
908,382,7,2.3,0.25,0.8063212888355058
909,382,7,2.35,0.25,0.5040704726865415
910,382,7,2.4,0.25,0.6999788407939774
911,382,7,2.45,0.25,0.839018024590617
912,382,7,2.5,0.25,0.6362373928368474
913,382,7,2.55,0.25,0.5110421595311743
914,382,7,2.6,0.25,0.9293323519230057
915,382,7,2.65,0.25,0.8329617763895265
916,382,7,2.7,0.25,0.7402649087722755
917,382,7,2.75,0.25,0.9383426091350006
918,382,7,2.8,0.25,1.045993952320525
919,382,7,2.85,0.25,0.9483660035444675
920,382,7,2.9,0.25,0.3284889800857087
921,382,7,2.95,0.25,0.3082391155100837
922,382,7,3.0,0.25,0.6792380897818514
923,382,7,3.05,0.25,0.6792380897818514
924,384,7,2.0,0.25,0.4304866466739442
925,384,7,2.05,0.25,1.0397860531872272
926,384,7,2.1,0.25,1.1477608618342108
927,384,7,2.15,0.25,1.0583131006884732
928,384,7,2.2,0.25,0.877896157204109
929,384,7,2.25,0.25,0.7898762951728008
930,384,7,2.3,0.25,0.7853953807512317
931,384,7,2.35,0.25,0.6250807332632292
932,384,7,2.4,0.25,0.36319530021206176
933,384,7,2.45,0.25,0.1824923701516611
934,384,7,2.5,0.25,0.6816288589990785
935,384,7,2.55,0.25,0.7467606664714158
936,384,7,2.6,0.25,1.0967036181945367
937,384,7,2.65,0.25,1.0295666049856038
938,384,7,2.7,0.25,1.052399046740056
939,384,7,2.75,0.25,1.118393845950609
940,384,7,2.8,0.25,1.5793940356996055
941,384,7,2.85,0.25,1.7437128039473218
942,384,7,2.9,0.25,1.7573282761706273
943,384,7,2.95,0.25,1.789519274291004
944,384,7,3.0,0.25,1.789519274291004
945,384,7,3.05,0.25,1.789519274291004
946,386,7,2.0,0.25,0.7173379040139882
947,386,7,2.05,0.25,1.0740882618672132
948,386,7,2.1,0.25,1.086764641161588
949,386,7,2.15,0.25,1.0853449242641144
950,386,7,2.2,0.25,0.8674316661197985
951,386,7,2.25,0.25,0.8071709107510411
952,386,7,2.3,0.25,0.8624721790129146
953,386,7,2.35,0.25,0.7175034193489721
954,386,7,2.4,0.25,0.6036509194446251
955,386,7,2.45,0.25,0.7449388412184702
956,386,7,2.5,0.25,0.7886093735328887
957,386,7,2.55,0.25,0.7341925653652495
958,386,7,2.6,0.25,1.0252719547452496
959,386,7,2.65,0.25,1.2396297972897008
960,386,7,2.7,0.25,1.8264432122312353
961,386,7,2.75,0.25,1.707684150931667
962,386,7,2.8,0.25,1.7659273601269805
963,386,7,2.85,0.25,1.6832237456111312
964,386,7,2.9,0.25,1.6832237456111312
965,386,7,2.95,0.25,1.614509484934432
966,386,7,3.0,0.25,1.0692545198727568
967,386,7,3.05,0.25,1.0692545198727568
968,388,7,2.0,0.25,1.04964644995561
969,388,7,2.05,0.25,0.907824607782921
970,388,7,2.1,0.25,1.0724437926273085
971,388,7,2.15,0.25,1.0586830968535037
972,388,7,2.2,0.25,1.1343952402760467
973,388,7,2.25,0.25,1.1364930411222383
974,388,7,2.3,0.25,0.9419251655955417
975,388,7,2.35,0.25,1.0024680600532274
976,388,7,2.4,0.25,0.9470940334949328
977,388,7,2.45,0.25,0.8979059954680855
978,388,7,2.5,0.25,0.6863977729908366
979,388,7,2.55,0.25,0.8597492130789383
980,388,7,2.6,0.25,1.3280269845015464
981,388,7,2.65,0.25,1.293065578837938
982,388,7,2.7,0.25,1.4000428642250051
983,388,7,2.75,0.25,1.2896829817627244
984,388,7,2.8,0.25,1.7047732760339036
985,388,7,2.85,0.25,1.7047732760339036
986,388,7,2.9,0.25,1.0875864982614034
987,388,7,2.95,0.25,1.0875864982614034
988,388,7,3.0,0.25,1.0875864982614034
989,388,7,3.05,0.25,1.0875864982614034
990,390,7,2.0,0.25,0.9573844677284313
991,390,7,2.05,0.25,0.9653319384956255
992,390,7,2.1,0.25,0.6341608159031155
993,390,7,2.15,0.25,0.4951030988303209
994,390,7,2.2,0.25,0.6291243263274113
995,390,7,2.25,0.25,1.0298795462933565
996,390,7,2.3,0.25,0.9096371255986527
997,390,7,2.35,0.25,0.8207749577557574
998,390,7,2.4,0.25,0.7714689732521657
999,390,7,2.45,0.25,1.0300490217766696
1000,390,7,2.5,0.25,1.1569208300574925
1001,390,7,2.55,0.25,1.2888672300071662
1002,390,7,2.6,0.25,1.4731217708598958
1003,390,7,2.65,0.25,1.5421518764833426
1004,390,7,2.7,0.25,1.5764088229521034
1005,390,7,2.75,0.25,1.6767919625093093
1006,390,7,2.8,0.25,1.7904306967070354
1007,390,7,2.85,0.25,1.1741734417209737
1008,390,7,2.9,0.25,1.1741734417209737
1009,390,7,2.95,0.25,1.1723208105263794
1010,390,7,3.0,0.25,1.1723208105263794
1011,390,7,3.05,0.25,1.3789437402463252
1012,392,7,2.0,0.25,0.5438264642644872
1013,392,7,2.05,0.25,0.6108698214649682
1014,392,7,2.1,0.25,0.5557301598454886
1015,392,7,2.15,0.25,0.6436236279542656
1016,392,7,2.2,0.25,0.5383178104092451
1017,392,7,2.25,0.25,0.5151091582206262
1018,392,7,2.3,0.25,0.4749391221977857
1019,392,7,2.35,0.25,0.7825183546543679
1020,392,7,2.4,0.25,0.5493169337168835
1021,392,7,2.45,0.25,0.8044460238896834
1022,392,7,2.5,0.25,0.9695507350111955
1023,392,7,2.55,0.25,0.9310416687520126
1024,392,7,2.6,0.25,0.8270366699380272
1025,392,7,2.65,0.25,1.8874203230971378
1026,392,7,2.7,0.25,1.5033610969636264
1027,392,7,2.75,0.25,1.5135978772991006
1028,392,7,2.8,0.25,1.5018702994690143
1029,392,7,2.85,0.25,1.2001652372650027
1030,392,7,2.9,0.25,1.2001652372650027
1031,392,7,2.95,0.25,1.2296080692739115
1032,392,7,3.0,0.25,0.5056925078179079
1033,392,7,3.05,0.25,0.5056925078179079
1034,394,7,2.0,0.25,0.20759753455978905
1035,394,7,2.05,0.25,0.47889335586263837
1036,394,7,2.1,0.25,0.6240621258984794
1037,394,7,2.15,0.25,0.7756540662843479
1038,394,7,2.2,0.25,0.8235264848917403
1039,394,7,2.25,0.25,0.5836444372539501
1040,394,7,2.3,0.25,0.6185503695423635
1041,394,7,2.35,0.25,0.6464405054650205
1042,394,7,2.4,0.25,0.5148967524262551
1043,394,7,2.45,0.25,0.500349089988462
1044,394,7,2.5,0.25,0.6598214378839818
1045,394,7,2.55,0.25,0.8453555371817173
1046,394,7,2.6,0.25,0.8756139788833174
1047,394,7,2.65,0.25,1.6077849000817996
1048,394,7,2.7,0.25,1.6557266119547442
1049,394,7,2.75,0.25,1.3597250504647798
1050,394,7,2.8,0.25,0.9077060850187914
1051,394,7,2.85,0.25,1.0165418614038233
1052,394,7,2.9,0.25,0.9445391553245089
1053,394,7,2.95,0.25,0.8227392134733653
1054,394,7,3.0,0.25,inf
1055,394,7,3.05,0.25,inf
1056,396,7,2.0,0.25,0.3093562146930075
1057,396,7,2.05,0.25,0.4525502686671157
1058,396,7,2.1,0.25,0.9819217560480262
1059,396,7,2.15,0.25,1.2004944199636916
1060,396,7,2.2,0.25,0.7530660584775442
1061,396,7,2.25,0.25,0.8911458648464786
1062,396,7,2.3,0.25,0.6602513792112558
1063,396,7,2.35,0.25,0.5490698011664131
1064,396,7,2.4,0.25,0.5952146883963821
1065,396,7,2.45,0.25,0.4803665775087069
1066,396,7,2.5,0.25,0.6454160234921972
1067,396,7,2.55,0.25,0.7653659226371815
1068,396,7,2.6,0.25,0.4049469308430131
1069,396,7,2.65,0.25,0.7394321164961591
1070,396,7,2.7,0.25,0.7733304580576068
1071,396,7,2.75,0.25,0.7854454417453858
1072,396,7,2.8,0.25,0.7823512718503686
1073,396,7,2.85,0.25,0.8805158099628259
1074,396,7,2.9,0.25,0.9672728516046181
1075,396,7,2.95,0.25,0.5096791546612843
1076,396,7,3.0,0.25,inf
1077,396,7,3.05,0.25,inf
1078,398,7,2.0,0.25,0.07903529102592464
1079,398,7,2.05,0.25,0.7893897041380418
1080,398,7,2.1,0.25,0.6371475038905017
1081,398,7,2.15,0.25,0.6121367619360998
1082,398,7,2.2,0.25,0.6211327981496356
1083,398,7,2.25,0.25,0.6658192152923019
1084,398,7,2.3,0.25,0.6973777782842899
1085,398,7,2.35,0.25,0.7618773363585568
1086,398,7,2.4,0.25,0.5290261031217041
1087,398,7,2.45,0.25,0.32439617774658347
1088,398,7,2.5,0.25,0.38980573889068104
1089,398,7,2.55,0.25,0.7272671879341097
1090,398,7,2.6,0.25,0.8724809429714002
1091,398,7,2.65,0.25,0.38643274754271784
1092,398,7,2.7,0.25,0.7720869687945145
1093,398,7,2.75,0.25,0.5896445403824202
1094,398,7,2.8,0.25,0.5816928813565007
1095,398,7,2.85,0.25,0.7057822756413435
1096,398,7,2.9,0.25,0.5360081624815975
1097,398,7,2.95,0.25,0.5360081624815975
1098,398,7,3.0,0.25,inf
1099,398,7,3.05,0.25,inf
1100,400,7,2.0,0.25,0.5485854678855056
1101,400,7,2.05,0.25,0.9113446849974522
1102,400,7,2.1,0.25,0.8694045923247871
1103,400,7,2.15,0.25,0.7824339743674127
1104,400,7,2.2,0.25,0.7711343346304294
1105,400,7,2.25,0.25,0.7370870141993155
1106,400,7,2.3,0.25,0.5513508685468542
1107,400,7,2.35,0.25,0.4453451580298474
1108,400,7,2.4,0.25,0.5287568208794471
1109,400,7,2.45,0.25,0.8962164531243814
1110,400,7,2.5,0.25,0.9227732996175324
1111,400,7,2.55,0.25,0.6577575383162083
1112,400,7,2.6,0.25,0.23333897404842302
1113,400,7,2.65,0.25,0.7687533881805304
1114,400,7,2.7,0.25,0.8008110196171065
1115,400,7,2.75,0.25,0.8629767508267516
1116,400,7,2.8,0.25,0.7878085252900098
1117,400,7,2.85,0.25,1.1693904855872614
1118,400,7,2.9,0.25,0.6388067787477636
1119,400,7,2.95,0.25,0.788938456247315
1120,400,7,3.0,0.25,0.788938456247315
1121,400,7,3.05,0.25,inf
1122,402,7,2.0,0.25,0.2931988027002407
1123,402,7,2.05,0.25,0.651497147559916
1124,402,7,2.1,0.25,0.6655039033878829
1125,402,7,2.15,0.25,0.8799254832066467
1126,402,7,2.2,0.25,0.7203696799034861
1127,402,7,2.25,0.25,0.560300757787053
1128,402,7,2.3,0.25,0.6233044056289715
1129,402,7,2.35,0.25,0.7868429217432973
1130,402,7,2.4,0.25,0.9841201575163703
1131,402,7,2.45,0.25,0.9722505248370031
1132,402,7,2.5,0.25,1.028199760176879
1133,402,7,2.55,0.25,0.7455642513039309
1134,402,7,2.6,0.25,1.0187965279887026
1135,402,7,2.65,0.25,1.0348587384699488
1136,402,7,2.7,0.25,0.6086691795290596
1137,402,7,2.75,0.25,0.6146809938674372
1138,402,7,2.8,0.25,0.3784273289957346
1139,402,7,2.85,0.25,0.3784273289957346
1140,402,7,2.9,0.25,0.35858096601588885
1141,402,7,2.95,0.25,inf
1142,402,7,3.0,0.25,inf
1143,402,7,3.05,0.25,inf
1144,404,7,2.0,0.25,0.2981109160163019
1145,404,7,2.05,0.25,0.6451468884825855
1146,404,7,2.1,0.25,0.7952339998719942
1147,404,7,2.15,0.25,0.7662616567034652
1148,404,7,2.2,0.25,0.8421161553087019
1149,404,7,2.25,0.25,0.8526284553602917
1150,404,7,2.3,0.25,0.8321676785525693
1151,404,7,2.35,0.25,0.7008137060658994
1152,404,7,2.4,0.25,0.7762392646846004
1153,404,7,2.45,0.25,1.2304404517974505
1154,404,7,2.5,0.25,0.7672980004581398
1155,404,7,2.55,0.25,0.5408027768809684
1156,404,7,2.6,0.25,0.28795500976297994
1157,404,7,2.65,0.25,0.2380155890474046
1158,404,7,2.7,0.25,0.3244704171173015
1159,404,7,2.75,0.25,0.8496140201926539
1160,404,7,2.8,0.25,0.6488279395418552
1161,404,7,2.85,0.25,inf
1162,404,7,2.9,0.25,inf
1163,404,7,2.95,0.25,inf
1164,404,7,3.0,0.25,inf
1165,404,7,3.05,0.25,inf
1166,406,7,2.0,0.25,0.5037972615050079
1167,406,7,2.05,0.25,0.48917768382585525
1168,406,7,2.1,0.25,0.44424165352272244
1169,406,7,2.15,0.25,0.554785810006756
1170,406,7,2.2,0.25,0.3316342304065343
1171,406,7,2.25,0.25,0.27926188722800543
1172,406,7,2.3,0.25,0.5384846666855827
1173,406,7,2.35,0.25,0.8010858597862547
1174,406,7,2.4,0.25,0.8108412746711101
1175,406,7,2.45,0.25,0.6190066392870286
1176,406,7,2.5,0.25,-0.12839396027851618
1177,406,7,2.55,0.25,-0.32160937029441466
1178,406,7,2.6,0.25,-0.42020762438137327
1179,406,7,2.65,0.25,-0.308440797382438
1180,406,7,2.7,0.25,0.3920786278971533
1181,406,7,2.75,0.25,1.2494898077002985
1182,406,7,2.8,0.25,1.104462920367571
1183,406,7,2.85,0.25,1.0797295733512768
1184,406,7,2.9,0.25,1.0797295733512768
1185,406,7,2.95,0.25,inf
1186,406,7,3.0,0.25,inf
1187,406,7,3.05,0.25,inf
1188,408,7,2.0,0.25,0.04324382698276987
1189,408,7,2.05,0.25,0.1960010810091377
1190,408,7,2.1,0.25,0.1707554758254604
1191,408,7,2.15,0.25,0.4618310197579663
1192,408,7,2.2,0.25,0.37314826195862616
1193,408,7,2.25,0.25,0.3890767423144268
1194,408,7,2.3,0.25,0.5588552338298285
1195,408,7,2.35,0.25,0.7868078663443052
1196,408,7,2.4,0.25,0.9821367034867636
1197,408,7,2.45,0.25,0.2488018792075836
1198,408,7,2.5,0.25,0.02178488949296452
1199,408,7,2.55,0.25,-0.05542631798166516
1200,408,7,2.6,0.25,0.16990677207229166
1201,408,7,2.65,0.25,0.08258059313993353
1202,408,7,2.7,0.25,0.1258833730795909
